id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-106072,22,2394167,Técnico,"Pereira, Risaralda",2023-06-23,0,36,36,Cancelado,322.0
CLI-106073,47,1444976,Primaria,cucuta,2015-07-15,1556747,20,24,Al día,528.0
CLI-106074,26,0,Secundaria,BAQ,2017-12-27,2118657,6,24,Al día,453.0
CLI-106075,48,1325251,Primaria,Cartagena,2016-04-17,0,18,18,Cancelado,680.0
CLI-106076,22,3730322,Técnico,Bucaramanga,2021-09-19,6770110,15,36,Al día,841.0
CLI-106077,1,0,Primaria,Barranqilla,2016-05-29,9010410,9,36,Moroso,
CLI-106078,45,0,Primaria,IBAGUÉ,2018-05-26,3363151,5,18,Al día,768.0
CLI-106079,54,2071480,Técnico,"Cartagena, Bolívar",2015-04-20,6297643,8,36,Al día,565.0
CLI-106080,33,0,Posgrado,villavicencio,2025-04-08,4241444,8,36,Al día,472.0
CLI-106081,76,2313994,Universitario,Manizales,2024-11-23,6862815,31,48,Al día,778.0
CLI-106082,23,4526540,Tecnólogo,Cali,2016-03-28,3285553,8,24,Moroso,755.0
CLI-106083,59,0,Primaria,"Cartagena, Bolívar",2017-12-29,418175,3,6,Al día,782.0
CLI-106084,58,1931122,Secundaria,Villavo,2021-07-18,2188748,24,36,Al día,695.0
CLI-106085,74,4377762,Universitario,"Bucaramanga, Santander",2022-12-22,0,48,48,Cancelado,657.0
CLI-106086,36,0,Tecnólogo,Manizales,2016-09-06,2068423,17,24,Al día,807.0
CLI-106087,24,1837873,Primaria,bogota,2023-06-15,1462152,29,36,Al día,669.0
CLI-106088,71,2448785,Tecnólogo,Bta,2019-03-11,1177425,3,6,Al día,527.0
CLI-106089,19,1660033,Técnico,manizales,2019-10-08,0,12,12,Cancelado,690.0
CLI-106090,19,6019671,Universitario,"Bogotá, Colombia",2021-01-28,11651400,9,36,Al día,417.0
CLI-106091,23,1781747,Universitario,Ibague,2016-12-03,0,48,48,Cancelado,757.0
CLI-106092,49,3233671,Técnico,Cartagena de Indias,2016-02-08,3084579,4,12,Al día,570.0
CLI-106093,57,3333747,Tecnólogo,CTG,2020-02-01,0,6,6,Cancelado,729.0
CLI-106094,1,9527026,Posgrado,"Ibagué, Tolima",2015-07-10,3054059,12,24,Al día,387.0
CLI-106095,2,0,Primaria,"Santa Marta, Magdalena",2022-07-20,519378,9,12,Al día,361.0
CLI-106096,39,0,Tecnólogo,bucaramanga,2016-07-01,6749518,5,24,Al día,368.0
CLI-106097,52,1757836,Secundaria,bucaramanga,2021-02-04,6618138,3,24,Al día,806.0
CLI-106098,63,3451443,Posgrado,MZL,2025-05-09,1486430,43,48,Al día,322.0
CLI-106099,2,0,Tecnólogo,Medellin,2021-06-08,2258309,2,12,Al día,557.0
CLI-106100,57,5158939,Universitario,"Ibagué, Tolima",2022-02-15,486457,4,6,Al día,696.0
CLI-106101,62,3866518,Universitario,Manizales,2024-07-01,5730713,18,48,Al día,357.0
CLI-106102,43,0,Tecnólogo,cucuta,2016-01-30,903479,7,12,Al día,521.0
CLI-106103,34,3190250,Tecnólogo,Santa Marta,2023-11-03,6737087,5,24,Al día,688.0
CLI-106104,49,4737913,Universitario,Villavo,2022-02-02,1338670,3,6,Al día,627.0
CLI-106105,45,2695620,Técnico,CALI,2023-03-23,6648916,21,18,Al día,334.0
CLI-106106,3,2270081,Secundaria,Med.,2021-07-29,8111521,0,18,Moroso,347.0
CLI-106107,42,0,Universitario,CÚCUTA,2021-10-23,13204798,16,48,Al día,811.0
CLI-106108,62,0,Técnico,IBAGUÉ,2015-07-25,946516,17,24,Al día,391.0
CLI-106109,53,0,Técnico,Ibagué,2024-01-12,1564588,20,24,Al día,423.0
CLI-106110,30,0,Universitario,CTG,2023-10-14,3449518,2,12,Moroso,
CLI-106111,19,0,Secundaria,pereira,2025-04-30,1091438,42,48,Al día,358.0
CLI-106112,1,3768640,Técnico,Cúcuta,2018-04-10,2724810,2,6,Moroso,696.0
CLI-106113,35,1441954,Secundaria,Bogotá,2020-05-29,1948350,6,12,Al día,694.0
CLI-106114,68,5146797,Posgrado,PEREIRA,2024-04-12,0,12,12,Cancelado,495.0
CLI-106115,25,0,Secundaria,Villavo,2024-12-07,9803673,14,36,Al día,
CLI-106116,63,2926772,Técnico,CTG,2020-05-25,1512183,0,6,Moroso,
CLI-106117,53,2434323,Secundaria,MEDELLÍN,2018-07-01,3267952,29,48,Al día,552.0
CLI-106118,63,900000,Secundaria,"Bogotá, Colombia",2024-04-13,9100502,3,24,Moroso,478.0
CLI-106119,24,0,Universitario,villavicencio,2020-10-29,7421187,9,48,Al día,594.0
CLI-106120,18,3633511,Técnico,Santiago de Cali,2018-11-11,1419028,8,12,Al día,332.0
CLI-106121,41,6221242,Posgrado,pereira,2019-02-18,0,48,48,Cancelado,492.0
CLI-106122,31,2103926,Universitario,CARTAGENA,2018-08-07,6207593,18,48,Al día,820.0
CLI-106123,37,1641482,Técnico,Med.,2020-04-26,2557673,2,6,Moroso,632.0
CLI-106124,45,0,Universitario,Villavo,2019-07-16,750351,10,12,Al día,632.0
CLI-106125,23,900000,Primaria,CALI,2020-07-16,1055046,23,36,Al día,687.0
CLI-106126,61,1831205,Secundaria,Manizales,2021-05-20,0,18,18,Cancelado,582.0
CLI-106127,2,1616995,Secundaria,Medellin,2015-06-15,794482,2,6,Al día,624.0
CLI-106128,23,4670574,Tecnólogo,PEREIRA,2021-04-27,5008721,4,18,Al día,600.0
CLI-106129,22,5917974,Posgrado,"Cali, Colombia",2020-02-19,1388637,7,12,Al día,834.0
CLI-106130,35,1926768,Secundaria,Bogotá,2016-01-21,0,6,6,Cancelado,544.0
CLI-106131,76,0,Secundaria,Medellin,2025-02-13,3420746,5,18,Al día,489.0
CLI-106132,21,1627796,Secundaria,Manizales,2019-06-14,548970,1,6,Al día,461.0
CLI-106133,61,0,Tecnólogo,IBAGUÉ,2021-09-19,641022,28,36,Al día,654.0
CLI-106134,50,2062240,Secundaria,barranquilla,2020-01-14,2946489,8,18,Al día,604.0
CLI-106135,75,7540100,Universitario,Bogotá,2022-05-20,3402885,24,36,Al día,826.0
CLI-106136,52,4112699,Técnico,santa marta,2020-04-30,395594,5,6,Al día,553.0
CLI-106137,41,3506088,Universitario,CALI,2015-03-20,0,48,48,Cancelado,487.0
CLI-106138,60,3430931,Técnico,MEDELLÍN,2021-03-27,809849,9,18,Al día,326.0
CLI-106139,45,3967888,Técnico,"Cali, Valle",2017-06-27,434560,3,6,Al día,761.0
CLI-106140,40,3489438,Posgrado,SMR,2023-03-05,2460818,32,48,Al día,504.0
CLI-106141,62,0,Tecnólogo,PEREIRA,2022-06-09,3749316,6,18,Al día,485.0
CLI-106142,28,0,Secundaria,CÚCUTA,2024-11-13,2447755,6,18,Al día,607.0
CLI-106143,20,4420307,Universitario,pereira,2015-07-11,4041045,20,36,Al día,660.0
CLI-106144,78,1413522,Secundaria,Pereira,2018-03-31,7291858,12,36,Al día,523.0
CLI-106145,62,0,Primaria,CTG,2023-10-25,4238420,8,48,Al día,616.0
CLI-106146,57,5213371,Universitario,medellín,2022-03-21,1044556,23,36,Al día,618.0
CLI-106147,58,3013811,Tecnólogo,BARRANQUILLA,2021-03-08,0,24,24,Cancelado,707.0
CLI-106148,68,1536161,Secundaria,cucuta,2020-09-02,0,24,24,Cancelado,492.0
CLI-106149,68,3588552,Técnico,Sta Marta,2025-02-25,2543530,30,36,Al día,744.0
CLI-106150,25,3804937,Universitario,CTG,2019-05-19,2156403,42,48,Al día,645.0
CLI-106151,34,900000,Secundaria,PEI,2015-11-10,2690301,6,12,Al día,785.0
CLI-106152,39,0,Universitario,PEREIRA,2022-11-02,1161897,9,12,Al día,390.0
CLI-106153,39,3955663,Tecnólogo,Pereira,2023-07-30,733304,7,12,Al día,395.0
CLI-106154,51,1828064,Secundaria,Med.,2020-04-28,1060543,7,18,Al día,664.0
CLI-106155,68,0,Tecnólogo,"Villavicencio, Meta",2018-05-31,6820878,2,18,Al día,432.0
CLI-106156,59,1121116,Primaria,Cúcuta,2018-08-26,1251458,3,6,Al día,403.0
CLI-106157,69,4007414,Universitario,"Bucaramanga, Santander",2022-12-10,5441459,8,24,Al día,709.0
CLI-106158,43,2741625,Universitario,barranquilla,2022-01-25,1958933,1,6,Al día,348.0
CLI-106159,59,0,Tecnólogo,MANIZALES,2017-12-26,601617,9,12,Al día,439.0
CLI-106160,3,0,Tecnólogo,Cartagena,2015-12-15,1194089,36,48,Al día,582.0
CLI-106161,50,0,Tecnólogo,santa marta,2017-09-08,3386080,37,48,Al día,
CLI-106162,0,9163668,Posgrado,IBAGUÉ,2022-12-11,579758,1,6,Al día,403.0
CLI-106163,37,0,Técnico,ibague,2023-06-19,2096415,12,24,Al día,431.0
CLI-106164,43,1282503,Primaria,Villavicencio,2023-04-13,0,12,12,Cancelado,795.0
CLI-106165,73,4854310,Posgrado,Cartagena,2019-12-29,24032845,1,48,Moroso,556.0
CLI-106166,75,0,Técnico,Med.,2022-09-05,3606233,6,24,Moroso,
CLI-106167,40,2431831,Universitario,Villavicencio,2016-08-14,2422324,37,48,Al día,778.0
CLI-106168,79,3386369,Técnico,"Bucaramanga, Santander",2018-01-12,615567,1,6,Al día,438.0
CLI-106169,73,2132141,Secundaria,MZL,2015-11-14,1404962,13,18,Al día,665.0
CLI-106170,25,1696051,Técnico,Santa Marta,2017-08-11,5197478,18,36,Al día,654.0
CLI-106171,70,1577684,Secundaria,ibague,2024-06-07,5969692,3,12,Moroso,
CLI-106172,3,0,Secundaria,MZL,2019-03-25,614379,7,12,Al día,639.0
CLI-106173,41,0,Secundaria,"Cali, Valle",2021-03-07,1591240,27,36,Al día,308.0
CLI-106174,46,0,Universitario,Villavo,2015-04-14,726468,9,12,Al día,802.0
CLI-106175,68,11162943,Posgrado,Med.,2020-10-18,13213238,0,36,Moroso,485.0
CLI-106176,50,0,Secundaria,barranquilla,2017-11-24,6505119,22,48,Al día,425.0
CLI-106177,40,5915666,Universitario,"Cartagena, Bolívar",2016-02-12,1178697,15,24,Al día,667.0
CLI-106178,32,6024107,Universitario,Villavo,2023-11-07,1220598,21,24,Al día,665.0
CLI-106179,19,7717532,Universitario,CAL,2019-01-04,0,18,18,Cancelado,686.0
CLI-106180,65,0,Secundaria,Santiago de Cali,2015-03-31,873096,10,12,Al día,330.0
CLI-106181,64,0,Secundaria,BOGOTÁ,2016-01-22,1171134,3,6,Al día,617.0
CLI-106182,74,3215519,Tecnólogo,Bogotá D.C.,2020-06-14,581472,4,6,Al día,736.0
CLI-106183,38,5824197,Universitario,"Cartagena, Bolívar",2025-04-14,0,48,48,Cancelado,848.0
CLI-106184,0,3612027,Universitario,BGA,2016-10-30,4318847,7,24,Al día,817.0
CLI-106185,65,2707001,Técnico,VILLAVICENCIO,2018-04-16,1268113,18,24,Al día,812.0
CLI-106186,36,1073092,Secundaria,"Bucaramanga, Santander",2022-10-07,2399984,11,18,Al día,
CLI-106187,50,0,Tecnólogo,Bogota,2017-01-09,1516330,8,12,Al día,785.0
CLI-106188,72,6467650,Universitario,BARRANQUILLA,2016-06-17,0,48,48,Cancelado,305.0
CLI-106189,54,0,Tecnólogo,"Villavicencio, Meta",2024-05-23,1857718,31,48,Al día,739.0
CLI-106190,73,2118092,Universitario,SANTA MARTA,2017-08-28,0,18,18,Cancelado,544.0
CLI-106191,2,0,Universitario,B/quilla,2022-07-06,7045711,12,36,Al día,704.0
CLI-106192,72,2835850,Universitario,CTG,2018-01-25,968935,8,12,Al día,749.0
CLI-106193,45,0,Secundaria,Barranquilla,2022-10-13,508810,3,6,Al día,563.0
CLI-106194,46,1663791,Secundaria,SMR,2016-03-15,0,18,18,Cancelado,617.0
CLI-106195,33,0,Universitario,cucuta,2017-05-05,1249341,8,12,Al día,397.0
CLI-106196,3,0,Universitario,"Barranquilla, Atlántico",2019-08-10,3527935,6,18,Al día,692.0
CLI-106197,64,7389301,Posgrado,Santiago de Cali,2015-05-16,1687969,9,24,Al día,763.0
CLI-106198,2,0,Posgrado,bucaramanga,2015-09-16,20799562,1,36,Moroso,673.0
CLI-106199,49,1995026,Tecnólogo,manizales,2023-07-05,6928182,20,36,Al día,710.0
CLI-106200,66,3929947,Técnico,"Manizales, Caldas",2021-07-05,2673426,30,36,Al día,848.0
CLI-106201,42,0,Tecnólogo,"Bogotá, Colombia",2022-01-09,1032647,0,6,Al día,778.0
CLI-106202,26,2705307,Tecnólogo,Santiago de Cali,2017-06-23,3727299,3,12,Al día,459.0
CLI-106203,21,5448752,Universitario,CARTAGENA,2019-10-25,0,24,24,Cancelado,776.0
CLI-106204,37,2621360,Universitario,CARTAGENA,2021-03-08,16756888,9,48,Moroso,510.0
CLI-106205,54,7583055,Universitario,"Pereira, Risaralda",2017-05-05,1394460,14,18,Al día,681.0
CLI-106206,1,4705467,Universitario,Sta Marta,2024-01-26,1472674,9,18,Al día,772.0
CLI-106207,71,0,Secundaria,SANTA MARTA,2021-12-02,8229745,0,18,Moroso,
CLI-106208,27,4365771,Tecnólogo,VILLAVICENCIO,2017-05-29,2490159,2,12,Al día,762.0
CLI-106209,23,1747282,Secundaria,CALI,2015-05-21,0,6,6,Cancelado,701.0
CLI-106210,50,1737289,Secundaria,CAL,2017-11-10,10179129,20,48,Al día,394.0
CLI-106211,71,0,Tecnólogo,BARRANQUILLA,2017-04-30,6512887,30,48,Al día,525.0
CLI-106212,47,3887413,Universitario,CARTAGENA,2017-07-11,7391670,0,36,Moroso,
CLI-106213,34,0,Posgrado,villavicencio,2024-06-09,12447581,18,48,Al día,612.0
CLI-106214,29,0,Secundaria,Villavo,2021-10-09,974873,5,12,Al día,
CLI-106215,1,6011313,Universitario,Cartagena,2020-08-29,8140689,15,36,Al día,323.0
CLI-106216,35,0,Técnico,Villavicencio,2020-01-05,5342132,36,48,Al día,833.0
CLI-106217,26,1191294,Secundaria,bucaramanga,2017-02-02,1829742,24,36,Al día,802.0
CLI-106218,53,0,Universitario,"Cali, Valle",2016-11-11,1465870,20,24,Al día,634.0
CLI-106219,48,6911028,Posgrado,"Bogotá, Colombia",2022-06-10,0,12,12,Cancelado,
CLI-106220,65,2947187,Técnico,Barranquilla,2022-11-02,12081654,19,48,Al día,841.0
CLI-106221,33,3599153,Técnico,villavicencio,2023-06-25,211944,4,6,Al día,838.0
CLI-106222,25,0,Universitario,manizales,2021-08-23,1422031,7,12,Al día,618.0
CLI-106223,44,0,Posgrado,MEDELLÍN,2016-01-29,4442841,10,36,Al día,355.0
CLI-106224,59,3985974,Técnico,CALI,2015-07-15,8455992,20,48,Al día,582.0
CLI-106225,29,2832552,Técnico,CARTAGENA,2021-03-16,0,48,48,Cancelado,773.0
CLI-106226,25,5375211,Universitario,"Bucaramanga, Santander",2017-12-25,1608777,1,6,Al día,494.0
CLI-106227,59,6011317,Universitario,Cúcuta,2017-11-24,9803973,21,48,Al día,838.0
CLI-106228,25,2952387,Técnico,"Cali, Valle",2022-02-24,0,36,36,Cancelado,609.0
CLI-106229,28,2565170,Secundaria,ibague,2018-02-21,1134969,4,18,Al día,332.0
CLI-106230,73,0,Secundaria,Villavicencio,2017-02-22,809275,29,36,Al día,744.0
CLI-106231,79,3881487,Universitario,Manizales,2022-04-07,1471349,7,18,Al día,458.0
CLI-106232,77,0,Posgrado,Cúcuta,2024-03-26,1694725,12,24,Al día,768.0
CLI-106233,22,6582336,Universitario,BAQ,2017-04-15,0,48,48,Cancelado,
CLI-106234,63,0,Universitario,"Cali, Colombia",2022-12-28,11905565,5,36,Al día,672.0
CLI-106235,29,2700480,Secundaria,Ibagué,2024-03-23,2268581,35,48,Al día,636.0
CLI-106236,19,900000,Tecnólogo,cartagena,2021-11-28,0,24,24,Cancelado,734.0
CLI-106237,65,0,Tecnólogo,"Medellín, Colombia",2019-12-17,3592844,3,18,Al día,481.0
CLI-106238,63,2946174,Tecnólogo,CARTAGENA,2025-04-12,1211033,10,24,Al día,523.0
CLI-106239,29,2518351,Secundaria,Medellin,2017-11-18,0,18,18,Cancelado,798.0
CLI-106240,73,2324415,Universitario,CAL,2021-06-15,870356,4,6,Al día,435.0
CLI-106241,69,0,Primaria,VILLAVICENCIO,2017-02-25,1982680,30,48,Al día,831.0
CLI-106242,45,0,Tecnólogo,"Pereira, Risaralda",2018-02-07,1472500,2,6,Al día,776.0
CLI-106243,65,3653004,Técnico,CALI,2024-04-26,10926753,10,36,Al día,498.0
CLI-106244,1,0,Secundaria,ibague,2025-05-13,5578782,15,36,Al día,805.0
CLI-106245,47,5210711,Universitario,cucuta,2018-04-06,764336,1,6,Al día,652.0
CLI-106246,33,3444544,Tecnólogo,bogota,2023-05-23,11178748,23,48,Al día,510.0
CLI-106247,26,3974053,Técnico,Cartagena,2015-01-02,2427667,1,12,Al día,348.0
CLI-106248,30,0,Universitario,Pereira,2022-02-27,2142503,3,12,Al día,648.0
CLI-106249,40,0,Tecnólogo,CTG,2021-01-25,6568786,7,24,Moroso,366.0
CLI-106250,70,0,Tecnólogo,PEI,2018-09-26,2614090,11,18,Al día,817.0
CLI-106251,25,6127694,Posgrado,Cartagena de Indias,2025-03-08,5301598,30,48,Al día,775.0
CLI-106252,44,1134088,Secundaria,pereira,2021-04-16,3053144,14,48,Al día,497.0
CLI-106253,27,2374214,Secundaria,santa marta,2023-04-12,2279243,10,18,Al día,340.0
CLI-106254,55,0,Posgrado,Bogotá D.C.,2017-07-23,446278,1,6,Al día,507.0
CLI-106255,54,0,Técnico,villavicencio,2016-08-02,5586522,9,24,Al día,468.0
CLI-106256,39,949692,Secundaria,CTG,2019-02-05,4779885,7,48,Al día,820.0
CLI-106257,32,3280071,Universitario,cucuta,2023-08-14,0,48,48,Cancelado,643.0
CLI-106258,39,15554251,Posgrado,CARTAGENA,2016-03-27,1978644,4,12,Moroso,
CLI-106259,78,0,Secundaria,Bogotá,2019-06-04,1655144,5,12,Al día,540.0
CLI-106260,24,0,Secundaria,"Pereira, Risaralda",2021-04-21,3565266,26,36,Al día,730.0
CLI-106261,18,0,Tecnólogo,Bogotá D.C.,2019-10-26,29957456,0,48,Moroso,486.0
CLI-106262,26,900000,Universitario,medellin,2017-02-14,7061571,15,36,Al día,784.0
CLI-106263,24,8713730,Posgrado,Villavo,2024-07-25,383138,4,6,Al día,668.0
CLI-106264,66,0,Técnico,"Cali, Valle",2023-08-03,8891441,39,36,Al día,487.0
CLI-106265,74,0,Universitario,pereira,2017-10-22,18790835,8,48,Moroso,
CLI-106266,30,2558853,Secundaria,San José de Cúcuta,2021-12-15,2202925,0,6,Moroso,
CLI-106267,34,900000,Secundaria,cartagena,2025-05-21,1138245,5,18,Al día,596.0
CLI-106268,61,1305013,Primaria,medellin,2016-11-16,0,18,18,Cancelado,714.0
CLI-106269,36,3948297,Tecnólogo,cali,2016-12-26,0,36,36,Cancelado,363.0
CLI-106270,75,3890166,Tecnólogo,"Villavicencio, Meta",2020-04-11,939495,13,18,Al día,312.0
CLI-106271,60,1527342,Primaria,medellín,2025-05-21,10382392,12,36,Al día,355.0
CLI-106272,65,0,Secundaria,BOGOTÁ,2024-09-06,2030630,35,48,Al día,624.0
CLI-106273,47,0,Universitario,San José de Cúcuta,2017-08-04,20795045,15,48,Moroso,
CLI-106274,2,0,Universitario,cali,2023-09-04,346065,24,18,Al día,
CLI-106275,33,3698684,Universitario,MZL,2022-02-23,964372,14,18,Al día,506.0
CLI-106276,40,0,Técnico,cucuta,2018-05-02,591797,12,18,Al día,455.0
CLI-106277,54,1753512,Técnico,MDL,2016-10-29,3700333,3,12,Al día,456.0
CLI-106278,62,0,Secundaria,PEREIRA,2021-06-11,694559,10,12,Al día,713.0
CLI-106279,61,0,Técnico,"Medellín, Colombia",2015-05-22,492161,15,18,Al día,465.0
CLI-106280,24,0,Secundaria,San José de Cúcuta,2015-05-02,22743906,11,48,Moroso,837.0
CLI-106281,19,7742731,Posgrado,Bogotá,2020-06-12,1351086,19,24,Al día,687.0
CLI-106282,22,2823241,Secundaria,PEI,2023-03-20,0,6,6,Cancelado,679.0
CLI-106283,70,3948286,Tecnólogo,Cali,2021-06-22,0,18,18,Cancelado,689.0
CLI-106284,55,1788564,Secundaria,Medellin,2018-07-29,0,48,48,Cancelado,684.0
CLI-106285,41,5912489,Universitario,MANIZALES,2018-02-11,4143003,16,36,Al día,456.0
CLI-106286,46,9672457,Posgrado,"Santa Marta, Magdalena",2018-01-19,5797400,3,18,Al día,605.0
CLI-106287,42,3715227,Tecnólogo,B/manga,2015-10-08,2889570,5,12,Al día,351.0
CLI-106288,22,0,Tecnólogo,Santa Marta,2023-01-03,1788699,19,24,Al día,468.0
CLI-106289,72,1836669,Técnico,B/manga,2016-04-05,881954,15,18,Al día,731.0
CLI-106290,28,1037950,Tecnólogo,"Santa Marta, Magdalena",2025-02-13,3816720,23,36,Al día,364.0
CLI-106291,2,0,Posgrado,ibague,2023-06-16,939955,42,48,Al día,674.0
CLI-106292,35,0,Universitario,Ibagué,2023-12-18,3378895,0,6,Moroso,
CLI-106293,74,900000,Secundaria,MZL,2024-12-15,0,48,48,Cancelado,841.0
CLI-106294,57,900000,Primaria,MANIZALES,2017-11-19,10852555,2,48,Moroso,518.0
CLI-106295,73,0,Tecnólogo,"Pereira, Risaralda",2019-03-05,4089891,5,24,Al día,438.0
CLI-106296,78,3393371,Universitario,B/quilla,2025-01-12,0,48,48,Cancelado,344.0
CLI-106297,25,0,Tecnólogo,Cartagena,2025-06-18,6223890,6,24,Al día,385.0
CLI-106298,29,0,Tecnólogo,"Manizales, Caldas",2020-10-19,8300216,9,36,Moroso,
CLI-106299,66,5994393,Universitario,Cúcuta,2020-01-02,16963670,10,48,Al día,772.0
CLI-106300,19,1668214,Secundaria,bogota,2015-12-10,3677326,32,48,Al día,
CLI-106301,18,0,Tecnólogo,Bogotá D.C.,2017-05-09,1756265,14,18,Al día,532.0
CLI-106302,22,900000,Primaria,Medellín,2018-07-10,3356602,25,48,Al día,646.0
CLI-106303,64,0,Universitario,Cartagena,2023-07-08,5403280,0,12,Moroso,487.0
CLI-106304,23,3082554,Tecnólogo,Bogota,2020-05-24,1496218,13,18,Al día,799.0
CLI-106305,44,0,Universitario,manizales,2024-12-02,1482601,26,36,Al día,601.0
CLI-106306,57,0,Secundaria,ibague,2022-04-21,3979466,26,36,Al día,326.0
CLI-106307,23,2916963,Secundaria,Med.,2018-01-23,0,48,48,Cancelado,787.0
CLI-106308,67,2357784,Técnico,Cartagena,2016-05-12,0,48,48,Cancelado,652.0
CLI-106309,28,1463971,Tecnólogo,barranquilla,2015-02-10,0,24,24,Cancelado,573.0
CLI-106310,75,1368583,Secundaria,"Villavicencio, Meta",2020-01-02,3412601,3,12,Moroso,646.0
CLI-106311,30,0,Técnico,SMR,2023-05-30,2248203,6,18,Al día,362.0
CLI-106312,62,4141629,Universitario,Santa Marta,2015-07-15,1257362,1,6,Al día,849.0
CLI-106313,71,3121541,Secundaria,"Santa Marta, Magdalena",2023-06-01,1012842,7,12,Al día,491.0
CLI-106314,55,4740558,Tecnólogo,Cali,2021-03-25,863116,4,6,Al día,726.0
CLI-106315,18,5118981,Universitario,Cartagena de Indias,2015-05-16,1396442,16,24,Al día,520.0
CLI-106316,37,3189739,Tecnólogo,BAQ,2016-05-08,10149290,11,36,Moroso,823.0
CLI-106317,59,2003006,Secundaria,Ibague,2022-10-31,9868364,5,24,Moroso,430.0
CLI-106318,49,0,Tecnólogo,BGA,2022-07-28,2074077,39,48,Al día,349.0
CLI-106319,54,1980566,Secundaria,"Bogotá, Colombia",2021-11-13,9635467,22,48,Al día,486.0
CLI-106320,31,0,Universitario,CALI,2024-05-16,15716967,3,36,Moroso,317.0
CLI-106321,54,2466066,Técnico,manizales,2023-02-01,0,6,6,Cancelado,595.0
CLI-106322,32,9879107,Posgrado,BOGOTÁ,2022-12-14,0,12,12,Cancelado,691.0
CLI-106323,34,4627899,Universitario,San José de Cúcuta,2024-03-18,0,24,24,Cancelado,581.0
CLI-106324,34,0,Primaria,"Barranquilla, Atlántico",2019-02-10,11631010,20,48,Al día,486.0
CLI-106325,73,2328194,Secundaria,BUCARAMANGA,2024-05-12,0,12,12,Cancelado,557.0
CLI-106326,23,900000,Secundaria,"Bucaramanga, Santander",2015-06-17,3529337,4,12,Moroso,604.0
CLI-106327,32,2023740,Técnico,bogota,2023-05-25,5045542,4,24,Al día,461.0
CLI-106328,72,1990731,Tecnólogo,medellin,2017-08-24,1520269,6,12,Al día,567.0
CLI-106329,18,1828909,Primaria,MDL,2019-07-05,518328,2,6,Al día,744.0
CLI-106330,77,0,Secundaria,Villavo,2025-05-05,1079194,13,18,Al día,399.0
CLI-106331,47,1296409,Técnico,Barranqilla,2021-09-15,3794148,7,24,Al día,463.0
CLI-106332,77,2302084,Secundaria,Barranqilla,2016-02-06,1476688,2,6,Al día,576.0
CLI-106333,50,1696414,Técnico,VILLAVICENCIO,2015-02-15,1839973,1,6,Moroso,837.0
CLI-106334,67,0,Tecnólogo,"Manizales, Caldas",2020-09-16,13150634,15,48,Al día,343.0
CLI-106335,68,1138939,Secundaria,San José de Cúcuta,2015-05-08,5207323,3,18,Al día,738.0
CLI-106336,45,0,Tecnólogo,"Medellín, Colombia",2020-10-24,636663,13,18,Al día,409.0
CLI-106337,64,2399264,Técnico,Sta Marta,2023-01-25,702327,1,6,Al día,527.0
CLI-106338,0,1517099,Secundaria,santa marta,2023-08-23,2375400,14,24,Al día,645.0
CLI-106339,43,3042824,Técnico,cucuta,2024-05-23,0,18,18,Cancelado,641.0
CLI-106340,50,1223625,Primaria,PEI,2024-02-23,0,24,24,Cancelado,579.0
CLI-106341,44,1552281,Secundaria,BOG,2024-07-17,0,36,36,Cancelado,656.0
CLI-106342,50,3463814,Tecnólogo,Ibagué,2018-11-14,0,6,6,Cancelado,351.0
CLI-106343,24,3626988,Tecnólogo,B/quilla,2020-04-13,0,18,18,Cancelado,698.0
CLI-106344,52,9297223,Posgrado,PEREIRA,2016-03-27,6765070,17,36,Al día,657.0
CLI-106345,24,8563347,Posgrado,"Bogotá, Colombia",2019-04-18,4638785,1,18,Moroso,
CLI-106346,52,2193502,Técnico,Cali,2016-09-04,0,24,24,Cancelado,764.0
CLI-106347,70,1757293,Secundaria,Cucuta,2023-10-03,0,12,12,Cancelado,629.0
CLI-106348,35,2542159,Tecnólogo,SANTA MARTA,2019-02-28,0,48,48,Cancelado,418.0
CLI-106349,49,2441018,Secundaria,cucuta,2018-01-11,0,24,24,Cancelado,632.0
CLI-106350,25,0,Secundaria,manizales,2016-11-15,12639733,16,48,Al día,377.0
CLI-106351,34,0,Secundaria,Santiago de Cali,2018-11-04,4632245,9,48,Al día,829.0
CLI-106352,25,5231263,Posgrado,BOGOTÁ,2019-08-16,0,36,36,Cancelado,651.0
CLI-106353,56,3299350,Tecnólogo,"Cartagena, Bolívar",2019-01-13,0,36,36,Cancelado,544.0
CLI-106354,49,0,Universitario,B/quilla,2024-06-22,1408665,3,12,Al día,704.0
CLI-106355,20,2640710,Tecnólogo,"Bucaramanga, Santander",2019-01-24,16182478,12,48,Al día,
CLI-106356,26,2920344,Tecnólogo,Barranqilla,2015-05-05,0,24,24,Cancelado,379.0
CLI-106357,64,5668554,Universitario,CÚCUTA,2022-01-15,1048761,3,12,Al día,543.0
CLI-106358,33,3225775,Universitario,"Bucaramanga, Santander",2022-02-08,0,24,24,Cancelado,404.0
CLI-106359,36,1622330,Secundaria,Villavicencio,2023-07-12,0,18,18,Cancelado,499.0
CLI-106360,78,1910674,Tecnólogo,Ibague,2017-01-29,1454142,1,6,Al día,761.0
